roc_auc,std_dev,criterion,max_depth,min_samples_leaf,min_samples_split
0.646309612927696,0.1393047377669883,gini,15,1,20
0.6372843179821934,0.10799271095364502,gini,15,5,2
0.6261593204775023,0.11965062312957706,gini,15,5,5
0.6232206701401365,0.1294849233113522,gini,15,5,10
0.6444657668583064,0.12408254978176293,gini,15,5,15
0.6511596323911047,0.1270939314852102,gini,15,5,20
0.7076858381243263,0.043322379386296996,gini,15,10,2
0.7093387306863097,0.040666805770627874,gini,15,10,5
0.7126445158102767,0.06225630372323167,gini,15,10,10
0.7099233316365233,0.056071919018803436,gini,15,10,15
0.7109460090030743,0.038477542804588885,gini,15,10,20
0.7103381268215754,0.10130767944242654,gini,15,15,2
0.7082919361600192,0.10048686967232068,gini,15,15,5
0.7105537215035733,0.10176924900181208,gini,15,15,10
0.7175766558869324,0.10579182692029117,gini,15,15,15
0.715950475605861,0.09889715622235364,gini,15,15,20
0.7293084126841538,0.14039426201708988,gini,15,20,2
0.7309483670699086,0.14303441810275583,gini,15,20,5
0.7290209531081567,0.1397461105927131,gini,15,20,10
0.7331822299077733,0.1247543478120382,gini,15,20,15
0.7317518190801294,0.1431679648991351,gini,15,20,20
0.5901593005150317,0.078009808771379,gini,20,1,2
0.605602242783567,0.11329560508902192,gini,20,1,5
0.6092526550085838,0.13596178001250428,gini,20,1,10
0.6341330673334131,0.1307160334224362,gini,20,1,15
0.6461647602507286,0.15315177116118378,gini,20,1,20
0.6254181388988702,0.11613730416578108,gini,20,5,2
0.6245098839182337,0.09239805450788086,gini,20,5,5
0.6200793009142811,0.09163128344548667,gini,20,5,10
0.628443526170799,0.13728577240407414,gini,20,5,15
0.6471823970934643,0.11740930271763635,gini,20,5,20
0.7105245014372978,0.04540845747573139,gini,20,10,2
0.710462318341518,0.052916217589328594,gini,20,10,5
0.7116287254960673,0.04731905669301526,gini,20,10,10
0.7159240502854634,0.0581216891248824,gini,20,10,15
0.714620800395257,0.057781381920303646,gini,20,10,20
0.7106130225176668,0.10807671574115935,gini,20,15,2
0.7098564823132512,0.10000120988123619,gini,20,15,5
0.7137585963388828,0.10174179944810212,gini,20,15,10
0.7089819140016769,0.09972609640114753,gini,20,15,15
0.7112097257156546,0.1011163797542772,gini,20,15,20
0.720055620433585,0.15809987904217182,gini,20,20,2
0.7320990413023516,0.1430940245255808,gini,20,20,5
0.7345004641274404,0.12418171069053817,gini,20,20,10
0.7305531101529125,0.14414105345354922,gini,20,20,15
0.7316319194913563,0.14405890978564947,gini,20,20,20
0.576408551922386,0.06267541353296521,entropy,0,1,2
0.571523435940432,0.07618083049826606,entropy,0,1,5
0.5694552616081767,0.08004671991858445,entropy,0,1,10
0.6137408671697209,0.1451978979480188,entropy,0,1,15
0.6241810146923783,0.15677305890600807,entropy,0,1,20
0.5981741950133748,0.15969978280364838,entropy,0,5,2
0.5921996396774064,0.15812460063432848,entropy,0,5,5
0.5823779793987304,0.12563184982039668,entropy,0,5,10
0.6081998093584062,0.12853053304789386,entropy,0,5,15
0.6250508294406515,0.12032086256469268,entropy,0,5,20
0.6440236230885934,0.09318267053931015,entropy,0,10,2
0.6417897602507285,0.09757965202622933,entropy,0,10,5
0.6431268964347028,0.10120869360346497,entropy,0,10,10
0.6404606340080647,0.0972697582344442,entropy,0,10,15
0.6451904045394657,0.09286345426537132,entropy,0,10,20
0.6649134003074221,0.1311036190638938,entropy,0,15,2
0.6654128238910848,0.13012807283692054,entropy,0,15,5
0.6634332829280952,0.13047665568815148,entropy,0,15,10
0.6634652104044396,0.12754375632586912,entropy,0,15,15
0.6652694683994091,0.13277205181774246,entropy,0,15,20
0.6864798179422685,0.1427967249604386,entropy,0,20,2
0.6844309198706432,0.1483173100301955,entropy,0,20,5
0.6919908821415739,0.14748053476884268,entropy,0,20,10
0.6875004491555876,0.13911901519435185,entropy,0,20,15
0.6855148570687108,0.14127279046477947,entropy,0,20,20
0.6634337196071385,0.15287397926847618,entropy,2,1,2
0.6634337196071385,0.15287397926847618,entropy,2,1,5
0.6634337196071385,0.15287397926847618,entropy,2,1,10
0.6634337196071385,0.15287397926847618,entropy,2,1,15
0.6634337196071385,0.15287397926847618,entropy,2,1,20
0.6634337196071385,0.15287397926847618,entropy,2,5,2
0.6634337196071385,0.15287397926847618,entropy,2,5,5
0.6634337196071385,0.15287397926847618,entropy,2,5,10
0.6634337196071385,0.15287397926847618,entropy,2,5,15
0.6634337196071385,0.15287397926847618,entropy,2,5,20
0.6634337196071385,0.15287397926847618,entropy,2,10,2
0.6634337196071385,0.15287397926847618,entropy,2,10,5
0.6634337196071385,0.15287397926847618,entropy,2,10,10
0.6634337196071385,0.15287397926847618,entropy,2,10,15
0.6634337196071385,0.15287397926847618,entropy,2,10,20
0.6634337196071385,0.15287397926847618,entropy,2,15,2
0.6634337196071385,0.15287397926847618,entropy,2,15,5
0.6634337196071385,0.15287397926847618,entropy,2,15,10
0.6634337196071385,0.15287397926847618,entropy,2,15,15
0.6634337196071385,0.15287397926847618,entropy,2,15,20
0.6634337196071385,0.15287397926847618,entropy,2,20,2
0.6634337196071385,0.15287397926847618,entropy,2,20,5
0.6634337196071385,0.15287397926847618,entropy,2,20,10
0.6634337196071385,0.15287397926847618,entropy,2,20,15
0.6634337196071385,0.15287397926847618,entropy,2,20,20
0.6018099972052541,0.1170190238121641,entropy,5,1,2
0.6205603715015771,0.12790350276145174,entropy,5,1,5
0.6005164291132671,0.12054148476165155,entropy,5,1,10
0.640023281231285,0.12800509504160157,entropy,5,1,15
0.6469126292569969,0.10972376802932075,entropy,5,1,20
0.6098938495628218,0.111897272453749,entropy,5,5,2
0.6257075572922904,0.1247232419704752,entropy,5,5,5
0.6150671986665069,0.12180823229625472,entropy,5,5,10
0.6337326825567933,0.12325708833296649,entropy,5,5,15
0.6511364634487163,0.10851680241576944,entropy,5,5,20
0.661050188146285,0.11215619643400257,entropy,5,10,2
0.6610227272727272,0.10458766002869474,entropy,5,10,5
0.6595494969457419,0.1088399490175101,entropy,5,10,10
0.6624240927057132,0.10737519811618672,entropy,5,10,15
0.6591974338244102,0.10932913857605671,entropy,5,10,20
0.6721796522537629,0.12415604555897024,entropy,5,15,2
0.6721796522537629,0.12415604555897024,entropy,5,15,5
0.6774326765680521,0.13203361601272656,entropy,5,15,10
0.6778783886293767,0.13351401484015255,entropy,5,15,15
0.6730129855870961,0.1245926995532409,entropy,5,15,20
0.6967199914161377,0.1459130562621752,entropy,5,20,2
0.6935465824250409,0.14108803708124795,entropy,5,20,5
0.6949838803050266,0.142325140034473,entropy,5,20,10
0.6957688046472631,0.14585065472203507,entropy,5,20,15
0.6969977691939155,0.1465095168422942,entropy,5,20,20
0.5545394658042879,0.0729553905719382,entropy,10,1,2
0.5484488411785843,0.09049488370945404,entropy,10,1,5
0.5705125738611411,0.13276089355165513,entropy,10,1,10
0.5942209895396655,0.14417173050775892,entropy,10,1,15
0.6107374386154032,0.15614481365285035,entropy,10,1,20
0.5882357168523177,0.1629961930543776,entropy,10,5,2
0.5940092002036172,0.1576942390320458,entropy,10,5,5
0.5851869610132949,0.10491622812834242,entropy,10,5,10
0.6051155827045156,0.13289031889619657,entropy,10,5,15
0.6219247065516829,0.11551903975807987,entropy,10,5,20
0.6397621845929653,0.0898610908064072,entropy,10,10,2
0.6374410982353176,0.09346390219564153,entropy,10,10,5
0.6409705753184014,0.0965627484263162,entropy,10,10,10
0.6419407513873916,0.09269187964133231,entropy,10,10,15
0.6401215090629616,0.09751198186515685,entropy,10,10,20
0.6605986245857788,0.13345804871411768,entropy,10,15,2
0.6634009811554279,0.13716051540559873,entropy,10,15,5
0.6604868222741247,0.12831507563304098,entropy,10,15,10
0.6660987967620873,0.1371937659535671,entropy,10,15,15
0.6637138554517508,0.13999666831576754,entropy,10,15,20
0.6878504661236875,0.14113610573427393,entropy,10,20,2
0.6798379047390906,0.13814159645150037,entropy,10,20,5
0.6864801922385915,0.1398572036042115,entropy,10,20,10
0.6909492154749072,0.14342931740230874,entropy,10,20,15
0.6932343693855552,0.14466471538189835,entropy,10,20,20
0.5840208408192599,0.062159085480900156,entropy,15,1,2
0.5609359279554438,0.05671988233177603,entropy,15,1,5
0.5899100191639717,0.09647038379736457,entropy,15,1,10
0.612962829879826,0.14684833306345652,entropy,15,1,15
0.6115687257955044,0.14167441491744182,entropy,15,1,20
0.584314987822893,0.13472424083744036,entropy,15,5,2
0.5946344871641315,0.152796611970965,entropy,15,5,5
0.5886438246097336,0.14116152919395367,entropy,15,5,10
0.6104179392741645,0.13898035640755405,entropy,15,5,15
0.6310515480895915,0.13512021351590006,entropy,15,5,20
0.6392518689863057,0.0961749570764191,entropy,15,10,2
0.6407731340080648,0.09950140285549844,entropy,15,10,5
0.6443252310655967,0.09344789468449137,entropy,15,10,10
0.6420772198267257,0.1005581541018974,entropy,15,10,15
0.6411631757296283,0.1024190477487388,entropy,15,10,20
0.661769498343115,0.12771872939870937,entropy,15,15,2
0.6656966527927497,0.13069744730695332,entropy,15,15,5
0.6666377834670819,0.14732006696392433,entropy,15,15,10
0.6628256877071106,0.12659877806220612,entropy,15,15,15
0.6679600226574041,0.1326640355453912,entropy,15,15,20
0.6819575448157463,0.1407438007032807,entropy,15,20,2
0.6825324639677406,0.13993049409770314,entropy,15,20,5
0.6886143550125764,0.1420232906459187,entropy,15,20,10
0.6850058390226373,0.14750720074322696,entropy,15,20,15
0.6860182856230287,0.14299781362798353,entropy,15,20,20
0.5616501976284585,0.06036237655451771,entropy,20,1,2
0.5829311394578193,0.07012885029461151,entropy,20,1,5
0.5983295903701042,0.1297103808783041,entropy,20,1,10
0.5970682117618876,0.1228064701332799,entropy,20,1,15
0.6098439683395217,0.1380739117544426,entropy,20,1,20
0.5750578163053459,0.12704746302064265,entropy,20,5,2
0.5870583303389628,0.1448852307369766,entropy,20,5,5
0.5876990632610692,0.14562031514074955,entropy,20,5,10
0.6137721333892283,0.13762840937973442,entropy,20,5,15
0.633542614884018,0.13358667463733276,entropy,20,5,20
0.6377963303988501,0.10792540460227802,entropy,20,10,2
0.6386712730067472,0.10651883496499667,entropy,20,10,5
0.6430675954206093,0.09254294043022691,entropy,20,10,10
0.6433937821894837,0.09153180568952131,entropy,20,10,15
0.641165970475506,0.09892899478779696,entropy,20,10,20
0.6669506577634048,0.1367903937593127,entropy,20,15,2
0.6657329595360723,0.13576447955296725,entropy,20,15,5
0.6652730990737414,0.13348997107993224,entropy,20,15,10
0.6653271848924023,0.13677972297004243,entropy,20,15,15
0.6640473909050983,0.14416746538658623,entropy,20,15,20
0.6847595270890725,0.14641253505162513,entropy,20,20,2
0.6833585359524095,0.14120133197690063,entropy,20,20,5
0.6862815407034775,0.13985000832948555,entropy,20,20,10
0.6880600970176068,0.14211239643235704,entropy,20,20,15
0.6898219098095579,0.14378474380838532,entropy,20,20,20
