recall,std_dev,criterion,max_depth,min_samples_leaf,min_samples_split
0.24239130434782608,0.15488272287440763,entropy,20,1,5
0.25,0.11503266569846045,entropy,20,1,10
0.29347826086956524,0.10470951807645475,entropy,20,1,15
0.2673913043478261,0.15036188231122247,entropy,20,1,20
0.25072463768115943,0.14247195046312472,entropy,20,5,2
0.24202898550724639,0.16386427855191385,entropy,20,5,5
0.22463768115942032,0.14140650339304894,entropy,20,5,10
0.23260869565217393,0.06679257172059659,entropy,20,5,15
0.23333333333333334,0.13295472395570684,entropy,20,5,20
0.275,0.1524221577648531,entropy,20,10,2
0.26666666666666666,0.13295472395570682,entropy,20,10,5
0.275,0.1524221577648531,entropy,20,10,10
0.26666666666666666,0.13295472395570682,entropy,20,10,15
0.26666666666666666,0.13295472395570682,entropy,20,10,20
0.20615942028985507,0.0919005151448562,entropy,20,15,2
0.20615942028985507,0.0919005151448562,entropy,20,15,5
0.20615942028985507,0.0919005151448562,entropy,20,15,10
0.20615942028985507,0.0919005151448562,entropy,20,15,15
0.20615942028985507,0.0919005151448562,entropy,20,15,20
0.22282608695652173,0.1652745896412888,entropy,20,20,2
0.22282608695652173,0.1652745896412888,entropy,20,20,5
0.22282608695652173,0.1652745896412888,entropy,20,20,10
0.22282608695652173,0.1652745896412888,entropy,20,20,15
0.22282608695652173,0.1652745896412888,entropy,20,20,20
